index,filename,code_available,hyperparameters_detailed,env_version_specified,year,conference,conf_id,seeds,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,algorithm_0,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6
71,Learning Generalizable Risk-Sensitive Policies to Coordinate in Decentralized Multi-Agent General-Su.pdf,False,True,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,ppo,dqn,sac,,,,
72,A Mean-Field Game Approach to Cloud Resource Management with Function Approximation.pdf,True,False,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
73,Distributional Reward Estimation for Effective Multi-agent Deep Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,dqn,ddpg,,,,
74,You Only Live Once Single-Life Reinforcement Learning.pdf,False,True,False,2022,neurips,neurips_2022,6-10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
75,Provable Defense against Backdoor Policies in Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
76,Distributionally Adaptive Meta Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
77,Stochastic Second-Order Methods Improve Best-Known Sample Complexity of SGD for Gradient-Dominated F.pdf,True,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,other,,,,,,
78,Inherently Explainable Reinforcement Learning in Natural Language.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
79,Bayesian Optimistic Optimization Optimistic Exploration for Model-based Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,,,,,,
80,Unsupervised Skill Discovery via Recurrent Skill Training.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
81,A Ranking Game for Imitation Learning.pdf,False,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
82,Deep Hierarchical Planning from Pixels.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dreamer,,,,,
83,Best of Both Worlds Model Selection.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,other,,,,,,
84,Finding Correlated Equilibrium of Constrained Markov Game A Primal-Dual Approach.pdf,False,False,False,2022,neurips,neurips_2022,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
85,BYOL-Explore Exploration by Bootstrapped Prediction.pdf,False,True,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,dqn,,,,,,
86,Active Exploration for Inverse Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,other,,,,,,
87,Non-Markovian Reward Modelling from Trajectory Labels via Interpretable Multiple Instance Learning.pdf,True,True,False,2022,neurips,neurips_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
88,Learning to Branch with Tree MDPs.pdf,True,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,dqn,sac,,,,,
89,Contrastive Learning as Goal-Conditioned Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,td3,,,,,,
90,Heterogeneous Skill Learning for Multi-agent Tasks.pdf,True,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
91,On Reinforcement Learning and Distribution Matching for Fine-Tuning Language Models with no Catastro.pdf,True,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
92,VRL3 A Data-Driven Framework for Visual Deep Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,other,,,,,,
93,Simulation-guided Beam Search for Neural Combinatorial Optimization.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,dqn,sac,,,,
94,Uncertainty-Aware Reinforcement Learning for Risk-Sensitive Player Evaluation in Sports Game.pdf,False,False,False,2022,neurips,neurips_2022,1-5,action-value\s+function,state-action\s+pairs,,,,,,ppo,dqn,,,,,
95,Incrementality Bidding via Reinforcement Learning under Mixed and Delayed Rewards.pdf,False,False,False,2022,neurips,neurips_2022,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
96,Offline Multi-Agent Reinforcement Learning with Knowledge Distillation.pdf,False,False,False,2022,neurips,neurips_2022,6-10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,,,,,,ppo,dqn,,,,,
97,Exponential Family Model-Based Reinforcement Learning via Score Matching.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,ppo,,,,,,
98,Relational Reasoning via Set Transformers Provable Efficiency and Applications to MARL.pdf,False,False,False,2022,neurips,neurips_2022,0,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,,,,,,
99,Enhanced Meta Reinforcement Learning via Demonstrations in Sparse Reward Environments.pdf,True,False,False,2022,neurips,neurips_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,trpo,dqn,,,,,
100,Identifiability and generalizability from multiple experts in Inverse Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
101,SHAQ Incorporating Shapley Value Theory into Multi-Agent Q-Learning.pdf,True,True,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,,,,,,ppo,dqn,ddpg,sac,,,
102,Plan To Predict Learning an Uncertainty-Foreseeing Model For Model-Based Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,trpo,ppo,sac,,,,
103,DNA Proximal Policy Optimization with a Dual Network Architecture.pdf,True,False,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,dqn,,,,,
104,DMAP a Distributed Morphological Attention Policy for learning to locomote with a changing body.pdf,True,True,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
105,PaCo Parameter-Compositional Multi-task Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
106,Curious Exploration via Structured World Models Yields Zero-Shot Object Manipulation.pdf,True,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,dqn,ddpg,sac,,,
107,Disentangling Transfer in Continual Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,sac,,,,,,
108,A Mixture Of Surprises for Unsupervised Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,over 10,(?:discount|reward)\s+function,,,,,,,ppo,ddpg,,,,,
109,ResQ A Residual Q Function-based Approach for Multi-Agent Reinforcement Learning Value Factorization.pdf,True,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,,,,,,,ppo,dqn,,,,,
110,Interaction-Grounded Learning with Action-Inclusive Feedback.pdf,False,False,False,2022,neurips,neurips_2022,over 10,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
111,Proximal Learning With Opponent-Learning Awareness.pdf,True,True,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
112,Challenging Common Assumptions in Convex Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,over 10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,other,,,,,,
113,Enhancing Safe Exploration Using Safety State Augmentation.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,trpo,ppo,dqn,,,,
114,Learn what matters cross-domain imitation learning with task-relevant embeddings.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,other,,,,,,
115,Mismatched No More Joint Model-Policy Optimization for Model-Based RL.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,dqn,,,,,,
116,Distributional Reinforcement Learning via Sinkhorn Iterations.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
117,Optimistic Posterior Sampling for Reinforcement Learning with Few Samples and Tight Guarantees.pdf,True,False,False,2022,neurips,neurips_2022,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,value\s+function\s+approximation,,,,,,ppo,dqn,,,,,
118,Why So Pessimistic Estimating Uncertainties for Offline RL through Ensembles and Why Their Independe.pdf,False,True,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
119,A Near-Optimal Primal-Dual Method for Off-Policy Learning in CMDP.pdf,False,False,False,2022,neurips,neurips_2022,1-5,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
120,Learn to Match with No Regret Reinforcement Learning in Markov Matching Markets.pdf,False,False,False,2022,neurips,neurips_2022,0,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
121,Sample-Efficient Reinforcement Learning of Partially Observable Markov Games.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
122,On the Effectiveness of Fine-tuning Versus Meta-reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,6-10,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
123,Look where you look Saliency-guided Q-networks for generalization in visual Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,ppo,dqn,sac,,,,
124,Assistive Teaching of Motor Control Tasks to Humans.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
125,Learning Options via Compression.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dqn,,,,,,
126,Follow-the-Perturbed-Leader for Adversarial Markov Decision Processes with Bandit Feedback.pdf,False,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,,,,,,,ppo,,,,,,
127,Quantile Constrained Reinforcement Learning A Reinforcement Learning Framework Constraining Outage P.pdf,True,False,False,2022,neurips,neurips_2022,6-10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,,ppo,sac,,,,,
128,Stationary Deep Reinforcement Learning with Quantum K-spin Hamiltonian Equation.pdf,False,False,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,ddpg,sac,,,
129,When are Offline Two-Player Zero-Sum Markov Games Solvable.pdf,False,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,,,,,,,ppo,,,,,,
130,Computationally Efficient Horizon-Free Reinforcement Learning for Linear Mixture MDPs.pdf,False,False,False,2022,neurips,neurips_2022,0,action-value\s+function,(?:discount|reward)\s+function,,,,,,other,,,,,,
131,Rethinking Value Function Learning for Generalization in Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,,,,,,
132,Towards Skill and Population Curriculum for MARL.pdf,False,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
133,The Role of Baselines in Policy Gradient Optimization.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
134,Multi-agent Dynamic Algorithm Configuration.pdf,True,True,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
135,Maximum-Likelihood Inverse Reinforcement Learning with Finite-Time Guarantees.pdf,True,True,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
136,Action-modulated midbrain dopamine activity arises from distributed control policies.pdf,True,False,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,dqn,a2c,sac,,,
137,Efficient Adversarial Training without Attacking Worst-Case-Aware Robust Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,over 10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
138,Using natural language and program abstractions to instill human inductive biases in machines.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,a2c,,,,,
139,Truly Deterministic Policy Optimization.pdf,True,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,trpo,td3,ppo,ddpg,,,
140,A Non-asymptotic Analysis of Non-parametric Temporal-Difference Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
141,You Cant Count on Luck Why Decision Transformers and RvS Fail in Stochastic Environments.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
142,Learning to Attack Federated Learning A Model-based Reinforcement Learning Attack Framework.pdf,True,False,False,2022,neurips,neurips_2022,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,other,,,,,,
143,CEIP Combining Explicit and Implicit Priors for Reinforcement Learning with Demonstrations.pdf,True,False,False,2022,neurips,neurips_2022,6-10,state-action\s+pairs,,,,,,,ppo,,,,,,
144,Recursive Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
145,Empirical Gateaux Derivatives for Causal Inference.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
146,Learning Infinite-Horizon Average-Reward Restless Multi-Action Bandits via Index Awareness.pdf,False,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
147,Learning General World Models in a Handful of Reward-Free Deployments.pdf,True,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,dreamer,,,,,
148,Provable General Function Class Representation Learning in Multitask Bandits and MDP.pdf,False,False,False,2022,neurips,neurips_2022,0,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,,other,,,,,,
149,Surprise-Guided Search for Learning Task Specifications From Demonstrations.pdf,False,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
150,Pessimism for Offline Linear Contextual Bandits using ell_p Confidence Sets.pdf,False,False,False,2022,neurips,neurips_2022,over 10,value\s+function\s+approximation,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,,,,,,
151,Open-Ended Reinforcement Learning with Neural Reward Functions.pdf,True,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,sac,a2c,,,,
152,First Contact Unsupervised Human-Machine Co-Adaptation via Mutual Information Maximization.pdf,True,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,other,,,,,,
153,Leveraging Factored Action Spaces for Efficient Offline Reinforcement Learning in Healthcare.pdf,True,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
154,A Deep Reinforcement Learning Framework for Column Generation.pdf,False,True,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,dqn,sac,,,,,
155,Does Self-supervised Learning Really Improve Reinforcement Learning from Pixels.pdf,False,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,sac,,,,,
156,Improving Policy Learning via Language Dynamics Distillation.pdf,True,False,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,other,,,,,,
157,When to Update Your Model Constrained Model-based Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,trpo,ppo,sac,,,,
158,A Theoretical Understanding of Gradient Bias in Meta-Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,a2c,,,,,
159,Operator Splitting Value Iteration.pdf,False,False,False,2022,neurips,neurips_2022,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
160,Giving Feedback on Interactive Student Programs with Meta-Exploration.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
161,Reincarnating Reinforcement Learning Reusing Prior Computation to Accelerate Progress.pdf,True,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,td3,ppo,dqn,,,,
162,Robust Reinforcement Learning using Offline Data.pdf,True,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,td3,dqn,ddpg,,,,
163,Uniqueness and Complexity of Inverse MDP Models.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
164,Constrained GPI for Zero-Shot Transfer in Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,,,,,,
165,On the role of overparameterization in off-policy Temporal Difference learning with linear function .pdf,False,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,,,,,,,ppo,,,,,,
166,Oracle Inequalities for Model Selection in Offline Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,ppo,,,,,,
167,Learning Distributed and Fair Policies for Network Load Balancing as Markov Potential Game.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,dqn,ddpg,sac,,,
168,Exploration-Guided Reward Shaping for Reinforcement Learning under Sparse Rewards.pdf,True,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,dqn,,,,,,
169,RAMBO-RL Robust Adversarial Model-Based Offline Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,sac,,,,,,
170,Non-Linear Coordination Graphs.pdf,True,False,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,state-action\s+pairs,,,,,ppo,dqn,ddpg,sac,,,
171,Globally Convergent Policy Search for Output Estimation.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
172,Faster Deep Reinforcement Learning with Slower Online Network.pdf,True,True,False,2022,neurips,neurips_2022,over 10,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,trpo,td3,ppo,dqn,,,
173,Learning to Find Proofs and Theorems by Learning to Refine Search Strategies The Case of Loop Invari.pdf,False,False,False,2022,neurips,neurips_2022,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,using\s+(?:deep\s+)?reinforcement\s+learning\s+to,,,,,,ppo,,,,,,
174,Near-Optimal Sample Complexity Bounds for Constrained MDPs.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,ppo,dqn,sac,,,,
175,Asynchronous Actor-Critic for Multi-Agent Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,,,,,sac,,,,,,
176,WebShop Towards Scalable Real-World Web Interaction with Grounded Language Agents.pdf,False,True,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
177,Multiagent Q-learning with Sub-Team Coordination.pdf,True,False,False,2022,neurips,neurips_2022,0,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
178,An Adaptive Deep RL Method for Non-Stationary Environments with Piecewise Stable Context.pdf,True,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
179,Distributed Inverse Constrained Reinforcement Learning for Multi-agent Systems.pdf,False,False,False,2022,neurips,neurips_2022,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
180,EAGER Asking and Answering Questions for Automatic Reward Shaping in Language-guided RL.pdf,True,False,False,2022,neurips,neurips_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
181,Anchor-Changing Regularized Natural Policy Gradient for Multi-Objective Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,6-10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,,,,,,
182,Provably Efficient Offline Multi-agent Reinforcement Learning via Strategy-wise Bonus.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,,,,,,
183,Provably sample-efficient RL with side information about latent dynamics.pdf,True,True,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
184,TarGF Learning Target Gradient Field to Rearrange Objects without Explicit Goal Specification.pdf,True,True,False,2022,neurips,neurips_2022,1-5,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,sac,,,,,,
185,Exploration via Elliptical Episodic Bonuses.pdf,True,True,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
186,When to Ask for Help Proactive Interventions in Autonomous Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
187,Masked Autoencoding for Scalable and Generalizable Decision Making.pdf,True,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,td3,,,,,,
188,PAC Assisted Value Factorization with Counterfactual Predictions in Multi-Agent Reinforcement Learni.pdf,True,True,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,,,,,,ppo,dqn,,,,,
189,Provably Efficient Reinforcement Learning in Partially Observable Dynamical Systems.pdf,False,False,False,2022,neurips,neurips_2022,0,value\s+function\s+approximation,,,,,,,ppo,,,,,,
190,Understanding Deep Neural Function Approximation in Reinforcement Learning via epsilon-Greedy Explor.pdf,False,False,False,2022,neurips,neurips_2022,0,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,ppo,dqn,sac,,,,
